customer_id,credit_score,credit_history_length,number_of_accounts,total_credit_limit,credit_utilization,payment_history,public_records
CUST_007198,778,0,2,1515,0.042,0.971,0
CUST_007199,714,25,4,4565,0.717,0.851,0
CUST_007200,798,13,2,41169,0.605,0.964,0
CUST_007201,828,0,7,3556,0.009,0.999,0
CUST_007202,676,1,2,5911,0.102,0.943,0
CUST_007203,606,5,2,3389,0.243,0.708,0
CUST_007204,712,21,7,9865,0.334,0.917,0
CUST_007205,665,29,2,9964,0.35,0.896,0
CUST_007206,666,5,0,20075,0.118,0.858,0
CUST_007207,661,18,3,15143,0.491,0.947,0
CUST_007208,648,6,2,12601,0.852,0.822,0
CUST_007209,604,0,1,1445,0.812,0.605,0
CUST_007210,727,0,4,1829,0.462,0.925,0
CUST_007211,671,14,4,33438,0.573,0.872,0
CUST_007212,737,0,3,1432,0.296,0.862,0
CUST_007213,781,5,2,26190,0.022,0.998,0
CUST_007214,704,1,3,31538,0.348,0.863,0
CUST_007215,795,3,5,12918,0.324,0.972,0
CUST_007216,850,5,3,16914,0.226,0.988,0
CUST_007217,546,0,4,24749,0.665,0.664,0
CUST_007218,618,0,3,2120,0.406,0.839,0
CUST_007219,727,7,4,2592,0.389,0.854,0
CUST_007220,778,2,4,7842,0.324,0.994,0
CUST_007221,850,10,7,49823,0.204,0.966,0
CUST_007222,757,7,4,8951,0.09,0.996,0
CUST_007223,678,7,3,4282,0.12,0.934,0
CUST_007224,711,4,3,3001,0.111,0.941,0
CUST_007225,850,8,8,29506,0.221,0.999,0
CUST_007226,774,26,2,27878,0.094,0.995,0
CUST_007227,710,18,1,53869,0.371,0.896,0
CUST_007228,645,0,4,21289,0.542,0.788,0
CUST_007229,754,7,2,12870,0.014,0.954,0
CUST_007230,550,0,2,3058,0.646,0.658,0
CUST_007231,808,12,5,8670,0.173,0.971,0
CUST_007232,679,0,2,3213,0.287,0.894,0
CUST_007233,685,0,2,19203,0.458,0.875,0
CUST_007234,696,6,3,24200,0.615,0.897,0
CUST_007235,781,16,7,1494,0.223,0.971,0
CUST_007236,761,18,7,17520,0.346,0.963,0
CUST_007237,751,2,5,40406,0.112,0.951,0
CUST_007238,801,12,4,19180,0.372,0.977,0
CUST_007239,791,14,1,8057,0.016,0.998,0
CUST_007240,813,0,0,37494,0.063,0.967,0
CUST_007241,691,0,8,1618,0.039,0.877,0
CUST_007242,840,10,6,27044,0.752,0.999,0
CUST_007243,850,6,8,28030,0.153,0.999,0
CUST_007244,821,1,9,2323,0.556,0.958,0
CUST_007245,797,3,5,20416,0.237,0.996,0
CUST_007246,776,0,6,5609,0.212,0.992,0
CUST_007247,747,0,5,1157,0.172,0.894,0
CUST_007248,716,0,5,11232,0.252,0.921,0
CUST_007249,605,0,8,1262,0.805,0.685,0
CUST_007250,575,3,0,12764,0.409,0.704,0
CUST_007251,714,9,4,22269,0.564,0.917,0
CUST_007252,815,15,4,13550,0.206,0.954,0
CUST_007253,650,0,2,16205,0.226,0.938,0
CUST_007254,715,6,4,10820,0.678,0.857,0
CUST_007255,746,27,5,110431,0.258,0.882,0
CUST_007256,819,62,7,53326,0.525,0.95,0
CUST_007257,696,2,1,22592,0.341,0.931,0
CUST_007258,525,0,0,2705,0.818,0.665,1
CUST_007259,624,11,2,50391,0.832,0.708,0
CUST_007260,806,0,4,4830,0.182,0.996,0
CUST_007261,817,6,4,5071,0.014,0.974,0
CUST_007262,796,0,1,8250,0.035,0.977,0
CUST_007263,779,0,2,2975,0.141,0.987,0
CUST_007264,850,6,2,48547,0.167,0.991,0
CUST_007265,670,14,0,13667,0.022,0.891,0
CUST_007266,799,22,4,36000,0.074,0.951,0
CUST_007267,668,0,3,4736,0.046,0.95,0
CUST_007268,806,22,6,87588,0.226,0.983,0
CUST_007269,774,3,4,8855,0.154,0.981,0
CUST_007270,850,6,1,55420,0.297,0.988,0
CUST_007271,794,0,3,2507,0.058,0.951,0
CUST_007272,660,0,1,2515,0.454,0.897,0
CUST_007273,669,0,2,671,0.689,0.873,0
CUST_007274,484,0,0,1535,0.53,0.77,0
CUST_007275,646,0,2,13195,0.616,0.603,0
CUST_007276,766,33,1,28236,0.08,0.952,0
CUST_007277,726,1,5,5857,0.597,0.911,0
CUST_007278,695,7,2,81539,0.816,0.929,0
CUST_007279,850,7,6,29689,0.087,0.953,0
CUST_007280,754,5,3,16194,0.044,0.978,0
CUST_007281,752,0,3,2279,0.044,0.985,0
CUST_007282,688,0,2,2302,0.329,0.941,0
CUST_007283,736,36,1,15072,0.273,0.884,0
CUST_007284,792,0,6,8451,0.47,0.977,0
CUST_007285,619,1,3,6035,0.625,0.746,0
CUST_007286,556,1,3,2150,0.273,0.665,1
CUST_007287,777,10,7,43315,0.21,0.969,0
CUST_007288,741,18,3,7521,0.487,0.901,0
CUST_007289,828,22,2,11686,0.024,0.971,0
CUST_007290,762,5,3,1732,0.008,0.961,0
CUST_007291,850,1,1,16814,0.519,0.971,0
CUST_007292,792,12,3,42495,0.35,0.96,0
CUST_007293,731,4,4,22907,0.399,0.945,0
CUST_007294,564,0,0,35363,0.635,0.712,0
CUST_007295,766,10,3,9254,0.039,0.985,0
CUST_007296,718,10,3,7069,0.391,0.901,0
CUST_007297,850,15,3,9070,0.304,0.964,0
CUST_007298,676,0,3,1066,0.628,0.861,0
CUST_007299,763,16,6,27063,0.214,0.95,0
CUST_007300,727,24,2,33385,0.81,0.939,0
CUST_007301,634,10,3,10267,0.792,0.698,0
CUST_007302,850,17,8,37404,0.273,0.969,0
CUST_007303,746,0,4,5029,0.13,0.886,0
CUST_007304,647,0,3,3448,0.562,0.779,0
CUST_007305,684,4,1,9512,0.68,0.896,0
CUST_007306,721,0,4,1817,0.472,0.949,0
CUST_007307,732,6,3,6941,0.282,0.857,0
CUST_007308,707,0,5,1742,0.425,0.907,0
CUST_007309,805,8,5,12297,0.386,0.981,0
CUST_007310,724,6,4,16056,0.282,0.936,0
CUST_007311,762,7,1,12229,0.025,0.988,0
CUST_007312,802,1,5,16276,0.338,0.981,0
CUST_007313,809,12,8,9678,0.178,0.959,0
CUST_007314,850,4,2,1943,0.157,0.967,0
CUST_007315,741,4,6,2530,0.141,0.946,0
CUST_007316,766,3,7,14195,0.258,0.96,0
CUST_007317,674,0,5,2812,0.07,0.871,0
CUST_007318,750,23,2,11971,0.205,0.986,0
CUST_007319,832,12,1,20482,0.093,0.988,0
CUST_007320,713,20,5,20516,0.168,0.917,0
CUST_007321,674,0,3,2714,0.045,0.935,0
CUST_007322,614,0,0,4930,0.376,0.6,0
CUST_007323,794,5,5,18102,0.292,0.965,0
CUST_007324,825,11,5,1893,0.679,0.982,0
CUST_007325,843,14,3,21318,0.001,0.968,0
CUST_007326,831,10,3,30419,0.104,0.99,0
CUST_007327,819,13,4,61974,0.022,0.97,0
CUST_007328,776,11,2,4690,0.058,0.979,0
CUST_007329,681,15,5,1712,0.544,0.874,0
CUST_007330,699,0,3,5530,0.476,0.864,0
CUST_007331,850,5,10,11189,0.476,0.972,0
CUST_007332,733,20,6,50707,0.331,0.89,0
CUST_007333,710,1,8,26611,0.393,0.923,0
CUST_007334,768,2,3,39081,0.074,0.985,0
CUST_007335,542,0,3,9611,0.758,0.635,0
CUST_007336,771,9,3,10047,0.03,0.975,0
CUST_007337,593,0,3,6711,0.611,0.729,0
CUST_007338,850,6,3,182363,0.193,0.983,0
CUST_007339,682,0,3,5614,0.146,0.867,0
CUST_007340,722,0,6,8537,0.538,0.914,0
CUST_007341,691,4,2,7410,0.157,0.944,0
CUST_007342,729,8,2,9405,0.326,0.923,0
CUST_007343,644,3,1,2554,0.853,0.79,0
CUST_007344,610,6,2,3444,0.523,0.848,0
CUST_007345,725,6,6,3416,0.497,0.91,0
CUST_007346,618,0,4,10377,0.347,0.756,0
CUST_007347,808,5,4,4820,0.158,0.958,0
CUST_007348,850,7,6,31508,0.162,0.956,0
CUST_007349,850,9,6,39337,0.175,0.991,0
CUST_007350,793,3,3,10258,0.213,0.957,0
CUST_007351,746,13,5,18063,0.278,0.927,0
CUST_007352,720,8,5,7457,0.093,0.92,0
CUST_007353,620,3,1,25920,0.506,0.708,0
CUST_007354,734,0,3,32122,0.527,0.878,0
CUST_007355,685,8,2,1951,0.346,0.9,0
CUST_007356,766,0,2,3034,0.133,0.975,0
CUST_007357,763,13,4,24144,0.244,0.987,0
CUST_007358,818,4,5,51432,0.234,0.983,0
CUST_007359,591,0,2,1163,0.789,0.722,1
CUST_007360,788,0,1,25326,0.154,0.967,0
CUST_007361,780,17,3,90097,0.055,0.952,0
CUST_007362,794,5,5,13943,0.124,0.978,0
CUST_007363,577,0,1,9958,0.45,0.654,0
CUST_007364,850,19,11,4171,0.197,0.995,0
CUST_007365,695,8,4,9597,0.322,0.92,0
CUST_007366,695,0,2,3447,0.085,0.869,0
CUST_007367,834,10,8,66764,0.314,0.957,0
CUST_007368,758,11,2,17427,0.18,0.983,0
CUST_007369,678,18,2,7689,0.662,0.901,0
CUST_007370,835,24,5,11615,0.125,0.956,0
CUST_007371,850,26,7,14008,0.169,0.98,0
CUST_007372,780,11,2,9211,0.376,0.963,0
CUST_007373,638,10,5,1373,0.884,0.671,0
CUST_007374,697,0,5,847,0.755,0.921,0
CUST_007375,713,0,4,8513,0.134,0.913,0
CUST_007376,659,0,5,1933,0.349,0.886,0
CUST_007377,850,5,10,10055,0.206,0.963,0
CUST_007378,663,0,3,8117,0.073,0.887,0
CUST_007379,806,13,2,51944,0.374,0.999,0
CUST_007380,666,0,4,4879,0.12,0.917,0
CUST_007381,593,0,2,18755,0.687,0.764,1
CUST_007382,850,4,5,752,0.021,0.964,0
CUST_007383,797,0,4,5338,0.04,0.972,0
CUST_007384,645,7,1,21926,0.844,0.62,0
CUST_007385,684,11,5,7553,0.153,0.938,0
CUST_007386,740,1,3,3274,0.478,0.932,0
CUST_007387,756,0,3,3145,0.274,0.983,0
CUST_007388,783,1,3,12847,0.091,0.973,0
CUST_007389,850,11,5,119998,0.187,0.955,0
CUST_007390,768,0,5,2487,0.026,0.994,0
CUST_007391,611,0,3,1693,0.454,0.606,0
CUST_007392,666,0,2,8732,0.143,0.95,0
CUST_007393,828,28,6,43929,0.432,0.989,0
CUST_007394,850,4,2,9728,0.38,0.956,0
CUST_007395,619,1,3,4471,0.646,0.774,0
CUST_007396,733,0,2,2322,0.352,0.891,0
CUST_007397,844,2,6,12660,0.185,0.962,0
CUST_007398,540,0,6,18461,0.828,0.74,0
CUST_007399,770,0,4,6310,0.311,0.995,0
CUST_007400,827,12,4,19501,0.044,0.99,0
CUST_007401,829,1,8,19356,0.012,0.954,0
CUST_007402,850,5,6,18272,0.38,0.975,0
CUST_007403,850,15,6,38351,0.411,0.954,0
CUST_007404,850,37,4,38610,0.254,0.965,0
CUST_007405,785,74,2,16408,0.279,0.972,0
CUST_007406,746,15,4,500,0.41,0.945,0
CUST_007407,801,13,4,22917,0.521,0.998,0
CUST_007408,847,4,2,45284,0.165,0.976,0
CUST_007409,720,0,9,1659,0.21,0.898,0
CUST_007410,637,12,4,14148,0.441,0.821,0
CUST_007411,775,23,5,8708,0.082,0.996,0
CUST_007412,775,2,6,504,0.078,0.985,0
CUST_007413,503,0,0,1696,0.325,0.631,0
CUST_007414,655,16,3,764,0.491,0.874,0
CUST_007415,748,0,4,8761,0.518,0.947,0
CUST_007416,733,3,4,14141,0.263,0.935,0
CUST_007417,850,6,3,47935,0.452,0.97,0
CUST_007418,850,3,5,57282,0.215,0.984,0
CUST_007419,480,1,1,21687,0.461,0.833,0
CUST_007420,709,5,6,23502,0.485,0.906,0
CUST_007421,675,1,7,7418,0.598,0.923,0
CUST_007422,694,10,1,13644,0.164,0.902,0
CUST_007423,832,1,2,4232,0.139,0.959,0
CUST_007424,663,37,3,24695,0.478,0.945,0
CUST_007425,710,11,2,81473,0.174,0.932,0
CUST_007426,612,0,4,5391,0.374,0.62,0
CUST_007427,559,0,1,22093,0.511,0.725,0
CUST_007428,697,34,0,22764,0.575,0.852,0
CUST_007429,692,23,4,1645,0.599,0.905,0
CUST_007430,762,15,1,15296,0.286,0.982,0
CUST_007431,654,2,3,9229,0.495,0.915,0
CUST_007432,850,0,10,10886,0.079,0.999,0
CUST_007433,786,3,4,25591,0.004,0.989,0
CUST_007434,774,12,5,9575,0.181,0.968,0
CUST_007435,850,8,5,97282,0.33,0.987,0
CUST_007436,679,19,5,58861,0.355,0.858,0
CUST_007437,651,0,4,2250,0.178,0.877,0
CUST_007438,822,25,7,38751,0.346,0.972,0
CUST_007439,850,13,5,26164,0.035,0.954,0
CUST_007440,745,3,3,20028,0.502,0.876,0
CUST_007441,554,0,3,539,0.586,0.795,1
CUST_007442,794,16,2,46488,0.177,0.954,0
CUST_007443,850,15,5,79777,0.524,0.952,0
CUST_007444,842,4,8,65821,0.276,0.954,0
CUST_007445,601,0,5,500,0.743,0.645,0
CUST_007446,849,9,7,42519,0.011,0.967,0
CUST_007447,723,0,2,6222,0.425,0.868,0
CUST_007448,823,9,6,34033,0.062,0.97,0
CUST_007449,657,0,4,1488,0.462,0.858,0
CUST_007450,836,41,6,29768,0.088,0.992,0
CUST_007451,655,0,4,3433,0.446,0.927,0
CUST_007452,850,10,6,66074,0.079,0.969,0
CUST_007453,694,0,6,500,0.701,0.929,0
CUST_007454,615,2,2,3068,0.88,0.622,0
CUST_007455,829,1,7,27129,0.274,0.97,0
CUST_007456,653,46,3,13035,0.324,0.888,0
CUST_007457,622,2,6,6766,0.748,0.78,0
CUST_007458,711,1,5,3245,0.901,0.904,0
CUST_007459,616,7,4,2100,0.593,0.806,0
CUST_007460,731,3,5,880,0.48,0.914,0
CUST_007461,752,6,5,4079,0.083,0.98,0
CUST_007462,732,15,4,26966,0.204,0.932,0
CUST_007463,585,0,1,8839,0.214,0.653,0
CUST_007464,689,0,3,21082,0.255,0.874,0
CUST_007465,700,0,1,1401,0.543,0.894,0
CUST_007466,850,2,4,56371,0.122,0.951,0
CUST_007467,658,0,2,6498,0.351,0.851,0
CUST_007468,841,4,4,7660,0.048,0.966,0
CUST_007469,838,17,5,4597,0.088,0.964,0
CUST_007470,842,3,3,28877,0.165,0.95,0
CUST_007471,710,15,4,56787,0.306,0.902,0
CUST_007472,629,1,3,500,0.4,0.834,0
CUST_007473,696,23,3,44491,0.455,0.87,0
CUST_007474,716,23,4,68284,0.203,0.934,0
CUST_007475,651,14,4,51309,0.512,0.926,0
CUST_007476,800,27,3,48879,0.059,0.994,0
CUST_007477,710,0,3,1456,0.38,0.905,0
CUST_007478,850,21,5,38198,0.193,0.976,0
CUST_007479,637,9,3,34519,0.62,0.712,0
CUST_007480,757,6,0,847,0.06,0.952,0
CUST_007481,739,7,5,12593,0.129,0.867,0
CUST_007482,675,0,6,2712,0.411,0.858,0
CUST_007483,590,3,2,3906,0.7,0.643,0
CUST_007484,677,12,5,3610,0.173,0.929,0
CUST_007485,604,13,5,15220,0.743,0.691,0
CUST_007486,622,6,1,23735,0.313,0.728,0
CUST_007487,575,0,0,13414,0.476,0.637,1
CUST_007488,833,3,5,47924,0.047,0.966,0
CUST_007489,733,8,6,955,0.258,0.855,0
CUST_007490,843,3,4,4543,0.036,0.98,0
CUST_007491,695,0,3,4629,0.16,0.881,0
CUST_007492,850,84,2,7202,0.227,0.964,0
CUST_007493,823,0,4,6481,0.64,0.993,0
CUST_007494,787,5,0,44026,0.037,0.984,0
CUST_007495,745,7,1,16946,0.591,0.92,0
CUST_007496,834,12,10,12366,0.027,0.955,0
CUST_007497,614,0,5,4090,0.749,0.729,0
CUST_007498,659,0,6,940,0.246,0.858,0
CUST_007499,796,0,2,5881,0.184,0.98,0
CUST_007500,746,0,5,4149,0.582,0.9,0
CUST_007501,773,19,3,36943,0.383,0.976,0
CUST_007502,633,0,1,500,0.729,0.715,0
CUST_007503,714,73,2,11000,0.481,0.898,0
CUST_007504,663,11,2,22871,0.218,0.882,0
CUST_007505,724,6,4,13191,0.32,0.862,0
CUST_007506,850,1,5,21702,0.155,0.966,0
CUST_007507,850,17,8,14058,0.3,0.999,0
CUST_007508,643,0,4,6580,0.62,0.642,0
CUST_007509,850,11,3,11768,0.541,0.983,0
CUST_007510,850,13,5,17641,0.054,0.986,0
CUST_007511,850,9,4,29243,0.283,0.959,0
CUST_007512,718,1,7,1542,0.494,0.902,0
CUST_007513,642,9,3,6841,0.456,0.677,0
CUST_007514,837,10,10,99625,0.01,0.991,0
CUST_007515,785,5,6,17362,0.018,0.989,0
CUST_007516,660,0,3,1676,0.176,0.921,0
CUST_007517,850,9,4,32903,0.07,0.966,0
CUST_007518,850,13,3,16433,0.145,0.958,0
CUST_007519,744,2,8,22104,0.362,0.903,0
CUST_007520,790,40,6,19958,0.515,0.998,0
CUST_007521,846,8,3,33692,0.021,0.99,0
CUST_007522,624,0,2,500,0.685,0.678,0
CUST_007523,755,0,3,7305,0.149,0.999,0
CUST_007524,576,10,3,5910,0.715,0.611,0
CUST_007525,798,4,2,7982,0.214,0.965,0
CUST_007526,850,4,6,26813,0.106,0.965,0
CUST_007527,850,19,7,57824,0.235,0.974,0
CUST_007528,780,8,8,20310,0.108,0.995,0
CUST_007529,834,12,3,55798,0.246,0.969,0
CUST_007530,465,0,0,1260,0.415,0.768,2
CUST_007531,670,16,4,6610,0.373,0.921,0
CUST_007532,765,0,6,1954,0.112,0.993,0
CUST_007533,850,24,7,63953,0.166,0.999,0
CUST_007534,713,0,3,5204,0.509,0.872,0
CUST_007535,811,3,5,15620,0.159,0.957,0
CUST_007536,840,0,3,2049,0.094,0.972,0
CUST_007537,670,3,1,3551,0.246,0.91,0
CUST_007538,818,15,8,15883,0.427,0.978,0
CUST_007539,710,4,1,3770,0.46,0.939,0
CUST_007540,787,9,5,13389,0.001,0.952,0
CUST_007541,779,0,6,2027,0.762,0.994,0
CUST_007542,850,36,8,33707,0.032,0.994,0
CUST_007543,691,0,4,1087,0.169,0.875,0
CUST_007544,651,0,4,3821,0.288,0.886,0
CUST_007545,626,0,3,897,0.24,0.614,0
CUST_007546,836,0,4,8225,0.072,0.965,0
CUST_007547,779,9,2,25409,0.137,0.964,0
CUST_007548,850,3,4,47478,0.461,0.978,0
CUST_007549,676,0,2,3006,0.604,0.948,0
CUST_007550,740,10,3,5340,0.796,0.94,0
CUST_007551,673,2,1,10801,0.375,0.884,0
CUST_007552,725,8,7,21057,0.338,0.886,0
CUST_007553,713,7,4,8405,0.406,0.937,0
CUST_007554,776,0,4,31840,0.327,0.989,0
CUST_007555,803,1,7,37579,0.423,0.977,0
CUST_007556,850,9,2,17205,0.119,0.995,0
CUST_007557,664,0,4,4151,0.499,0.936,0
CUST_007558,801,0,5,3155,0.207,0.997,0
CUST_007559,674,0,2,2074,0.233,0.889,0
CUST_007560,850,8,8,12212,0.206,0.964,0
CUST_007561,698,0,4,9039,0.867,0.89,0
CUST_007562,624,1,4,3403,0.359,0.787,0
CUST_007563,843,25,4,31345,0.033,0.995,0
CUST_007564,663,0,1,1782,0.289,0.922,0
CUST_007565,707,1,1,7173,0.264,0.896,0
CUST_007566,689,0,2,65493,0.167,0.943,0
CUST_007567,666,7,4,10598,0.042,0.878,0
CUST_007568,560,0,4,8517,0.485,0.606,0
CUST_007569,801,0,5,12320,0.074,0.973,0
CUST_007570,703,17,5,14294,0.65,0.927,0
CUST_007571,792,0,4,3101,0.03,0.979,0
CUST_007572,818,11,2,6510,0.207,0.966,0
CUST_007573,678,11,3,1982,0.505,0.921,0
CUST_007574,772,16,2,39744,0.124,0.984,0
CUST_007575,624,6,2,2072,0.742,0.78,0
CUST_007576,646,15,2,15966,0.66,0.762,0
CUST_007577,780,0,1,7987,0.145,0.989,0
CUST_007578,771,0,2,1556,0.013,0.983,0
CUST_007579,850,38,7,39732,0.014,0.989,0
CUST_007580,730,3,1,25782,0.533,0.91,0
CUST_007581,524,1,1,743,0.773,0.756,0
CUST_007582,706,0,3,32763,0.759,0.89,0
CUST_007583,820,6,5,11660,0.734,0.993,0
CUST_007584,766,0,4,2501,0.269,0.982,0
CUST_007585,690,0,1,1537,0.635,0.925,0
CUST_007586,618,0,2,1986,0.563,0.746,0
CUST_007587,850,7,1,38197,0.07,0.983,0
CUST_007588,616,3,8,7696,0.961,0.722,0
CUST_007589,675,18,4,6161,0.679,0.911,0
CUST_007590,802,19,7,21268,0.262,0.966,0
CUST_007591,558,0,4,2313,0.749,0.783,1
CUST_007592,763,0,4,1486,0.026,0.987,0
CUST_007593,765,0,2,1252,0.265,0.96,0
CUST_007594,729,4,5,1278,0.354,0.924,0
CUST_007595,850,2,5,11134,0.117,0.999,0
CUST_007596,810,6,4,22613,0.186,0.953,0
CUST_007597,663,0,3,711,0.478,0.854,0
CUST_007598,765,11,3,15407,0.085,0.989,0
CUST_007599,611,0,4,3389,0.671,0.729,0
CUST_007600,793,0,3,500,0.193,0.955,0
CUST_007601,730,5,4,1672,0.364,0.864,0
CUST_007602,838,6,1,10715,0.059,0.996,0
CUST_007603,652,12,1,13350,0.199,0.916,0
CUST_007604,850,22,6,23601,0.081,0.979,0
CUST_007605,579,0,3,500,0.811,0.789,1
CUST_007606,784,14,3,15873,0.458,0.967,0
CUST_007607,705,0,7,10596,0.612,0.852,0
CUST_007608,760,0,7,5134,0.194,0.992,0
CUST_007609,832,2,6,2702,0.002,0.979,0
CUST_007610,820,20,2,22683,0.239,0.973,0
CUST_007611,850,8,10,54953,0.221,0.998,0
CUST_007612,800,5,3,40631,0.059,0.969,0
CUST_007613,845,3,3,7523,0.177,0.957,0
CUST_007614,733,0,3,2467,0.426,0.922,0
CUST_007615,850,10,7,1907,0.076,0.959,0
CUST_007616,754,9,3,68902,0.167,0.959,0
CUST_007617,704,2,4,12753,0.514,0.939,0
CUST_007618,808,9,4,40788,0.023,0.963,0
CUST_007619,663,11,2,670,0.31,0.854,0
CUST_007620,826,6,4,19363,0.184,0.981,0
CUST_007621,826,20,5,5964,0.362,0.984,0
CUST_007622,698,5,6,11882,0.266,0.885,0
CUST_007623,731,0,2,10827,0.74,0.915,0
CUST_007624,773,1,5,23129,0.333,0.999,0
CUST_007625,680,1,4,1598,0.925,0.918,0
CUST_007626,850,20,4,21677,0.115,0.995,0
CUST_007627,605,0,4,11451,0.711,0.602,0
CUST_007628,637,16,6,2412,0.757,0.754,0
CUST_007629,820,8,7,8053,0.122,0.978,0
CUST_007630,822,8,8,5014,0.161,0.982,0
CUST_007631,675,10,7,15229,0.763,0.911,0
CUST_007632,642,7,5,1221,0.225,0.616,0
CUST_007633,756,7,7,8406,0.148,0.992,0
CUST_007634,690,0,8,2672,0.125,0.867,0
CUST_007635,766,9,4,12584,0.157,0.986,0
CUST_007636,818,0,9,16640,0.273,0.968,0
CUST_007637,671,5,3,22251,0.253,0.86,0
CUST_007638,850,0,3,5288,0.042,0.986,0
CUST_007639,850,2,6,5783,0.016,0.996,0
CUST_007640,850,15,4,13304,0.052,0.972,0
CUST_007641,738,8,8,12878,0.425,0.931,0
CUST_007642,742,0,6,2640,0.063,0.873,0
CUST_007643,738,6,9,38108,0.295,0.909,0
CUST_007644,689,0,3,500,0.222,0.874,0
CUST_007645,446,0,0,2975,0.913,0.736,0
CUST_007646,679,0,6,16105,0.278,0.934,0
CUST_007647,694,6,1,6934,0.232,0.887,0
CUST_007648,687,4,5,1447,0.72,0.895,0
CUST_007649,772,1,4,18517,0.107,0.964,0
CUST_007650,772,0,4,13923,0.017,0.967,0
CUST_007651,817,15,4,118529,0.365,0.953,0
CUST_007652,716,0,7,4735,0.413,0.902,0
CUST_007653,683,1,1,16863,0.632,0.854,0
CUST_007654,850,6,5,44817,0.107,0.96,0
CUST_007655,609,0,3,11060,0.632,0.733,0
CUST_007656,715,16,4,46414,0.236,0.925,0
CUST_007657,575,0,3,500,0.616,0.602,0
CUST_007658,676,0,0,3114,0.372,0.863,0
CUST_007659,711,0,2,3531,0.091,0.877,0
CUST_007660,704,1,5,14238,0.498,0.946,0
CUST_007661,833,20,9,21160,0.125,0.992,0
CUST_007662,850,0,6,37196,0.191,0.975,0
CUST_007663,850,21,3,16663,0.228,0.994,0
CUST_007664,742,9,11,8459,0.282,0.946,0
CUST_007665,604,4,0,3355,0.2,0.665,0
CUST_007666,597,3,1,9512,0.244,0.825,0
CUST_007667,733,0,4,7301,0.492,0.909,0
CUST_007668,846,3,2,47723,0.097,0.971,0
CUST_007669,769,2,1,3855,0.448,0.969,0
CUST_007670,808,27,14,8200,0.224,0.959,0
CUST_007671,713,8,1,11168,0.848,0.948,0
CUST_007672,633,0,4,5018,0.654,0.7,0
CUST_007673,775,4,4,18272,0.434,0.988,0
CUST_007674,635,12,3,3058,0.781,0.805,0
CUST_007675,797,9,5,47263,0.41,0.986,0
CUST_007676,617,0,5,5825,0.377,0.735,0
CUST_007677,649,0,9,12381,0.377,0.813,0
CUST_007678,754,3,2,806,0.12,0.986,0
CUST_007679,832,35,7,44403,0.035,0.958,0
CUST_007680,765,0,4,5543,0.426,0.987,0
CUST_007681,616,0,3,6815,0.711,0.651,0
CUST_007682,526,0,3,3360,0.964,0.819,0
CUST_007683,850,8,8,56085,0.063,0.965,0
CUST_007684,759,11,11,9543,0.156,0.981,0
CUST_007685,850,8,4,3477,0.01,0.961,0
CUST_007686,788,1,6,36304,0.12,0.972,0
CUST_007687,682,0,6,14557,0.763,0.944,0
CUST_007688,656,0,3,5911,0.059,0.891,0
CUST_007689,743,3,3,22472,0.284,0.9,0
CUST_007690,850,0,2,127056,0.022,0.954,0
CUST_007691,765,6,4,109143,0.307,0.958,0
CUST_007692,818,15,4,127115,0.239,0.985,0
CUST_007693,743,24,4,11310,0.367,0.867,0
CUST_007694,643,3,2,3141,0.517,0.693,0
CUST_007695,638,8,4,6169,0.703,0.671,0
CUST_007696,837,0,10,6861,0.016,0.973,0
CUST_007697,694,0,2,8663,0.501,0.926,0
CUST_007698,811,21,5,72993,0.138,0.995,0
CUST_007699,674,10,5,19858,0.368,0.868,0
CUST_007700,675,10,5,12736,0.766,0.908,0
CUST_007701,767,5,3,2493,0.304,0.96,0
CUST_007702,850,21,2,18667,0.136,0.951,0
CUST_007703,759,6,1,95088,0.192,0.992,0
CUST_007704,843,17,4,34413,0.372,0.992,0
CUST_007705,850,0,5,2284,0.239,0.98,0
CUST_007706,850,14,5,27173,0.318,0.975,0
CUST_007707,540,0,0,610,0.493,0.804,1
CUST_007708,752,3,3,17783,0.034,0.998,0
CUST_007709,773,0,3,974,0.033,0.986,0
CUST_007710,834,2,3,8633,0.148,0.979,0
CUST_007711,707,0,2,6587,0.085,0.891,0
CUST_007712,817,15,3,29846,0.183,0.953,0
CUST_007713,850,5,3,16213,0.018,0.967,0
CUST_007714,850,10,2,37866,0.568,0.978,0
CUST_007715,694,1,2,2980,0.097,0.867,0
CUST_007716,850,0,6,21169,0.239,0.985,0
CUST_007717,675,15,5,23755,0.686,0.855,0
CUST_007718,808,3,6,25206,0.288,0.994,0
CUST_007719,710,6,4,5521,0.262,0.859,0
CUST_007720,850,8,6,55768,0.774,0.964,0
CUST_007721,663,0,2,11302,0.244,0.855,0
CUST_007722,749,1,7,1114,0.172,0.945,0
CUST_007723,673,8,2,18009,0.081,0.866,0
CUST_007724,730,12,2,7092,0.276,0.927,0
CUST_007725,731,1,6,10322,0.578,0.923,0
CUST_007726,850,7,6,74950,0.136,0.972,0
CUST_007727,744,17,5,919,0.502,0.877,0
CUST_007728,850,28,6,1513,0.458,0.957,0
CUST_007729,735,3,6,3103,0.255,0.901,0
CUST_007730,815,0,5,1976,0.098,0.969,0
CUST_007731,716,0,5,3867,0.759,0.929,0
CUST_007732,739,0,4,25048,0.426,0.89,0
CUST_007733,716,2,2,1646,0.388,0.901,0
CUST_007734,750,15,2,35130,0.385,0.998,0
